	ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	MntWines	MntFruits
485	2426	1964	PhD	Divorced	78825.0	0	0	483	74
486	5172	1976	Master	Together	65104.0	0	1	738	0
487	5562	1974	Graduation	Married	60093.0	0	1	502	12
488	3436	1969	Graduation	Married	14045.0	1	0	11	0
489	3921	1952	2n Cycle	Widow	28457.0	0	0	24	1
490	3403	1958	PhD	Together	78952.0	0	1	1170	19
491	22	1976	Graduation	Divorced	46310.0	1	0	185	2
492	10965	1955	Graduation	Together	76005.0	0	0	983	20
493	9426	1964	Master	Single	58308.0	0	1	691	0
494	6605	1944	PhD	Divorced	55614.0	0	0	504	13
495	3136	1962	Master	Divorced	59432.0	0	1	317	25
496	8737	1978	Graduation	Divorced	55563.0	0	1	29	1
497	11088	1971	PhD	Together	78642.0	0	1	1396	0
498	716	1949	PhD	Together	67911.0	0	1	529	0
499	466	1944	Graduation	Married	65275.0	0	0	388	14
500	9135	1950	Graduation	Together	27203.0	1	1	13	2
501	10623	1961	Master	Together	48330.0	0	1	28	0
502	8151	1990	Basic	Married	24279.0	0	0	16	36
503	5140	1985	PhD	Married	64355.0	1	0	1047	0
504	10160	1956	Master	Together	50943.0	0	1	31	0
505	4945	1953	Graduation	Widow	53653.0	0	0	815	10
506	10584	1976	Graduation	Married	65665.0	0	1	225	162
507	6071	1989	Graduation	Single	81217.0	0	0	493	70
508	3386	1992	Graduation	Married	34935.0	0	0	34	4
509	8939	1959	Graduation	Divorced	61250.0	0	1	382	138
510	9925	1981	PhD	Together	39665.0	1	0	127	1
511	4320	1979	Graduation	Single	60152.0	0	1	325	83
512	5389	1964	Graduation	Married	48920.0	0	2	238	17
513	6036	1959	Master	Together	89120.0	0	0	1168	92
514	182	1946	PhD	Together	44124.0	0	1	284	0
515	203	1975	Master	Single	81169.0	0	0	1288	20
516	11025	1961	Graduation	Married	36443.0	1	1	65	0
517	10203	1990	Graduation	Single	26095.0	1	0	11	7
518	4607	1959	Graduation	Together	71367.0	0	0	227	23
519	3711	1944	Master	Married	80184.0	0	0	1035	134
520	3696	1965	Graduation	Divorced	30630.0	1	1	27	1
521	2532	1987	Master	Single	73454.0	0	0	982	73
522	9214	1991	Graduation	Married	42691.0	0	0	179	2
523	4943	1953	Graduation	Married	70503.0	0	0	1379	33
524	35	1987	Graduation	Married	25545.0	1	0	32	1
525	2258	1986	Graduation	Married	32880.0	1	0	8	4
526	4322	1958	PhD	Together	77863.0	0	0	881	38
527	713	1977	Master	Married	50353.0	0	0	141	15
528	4702	1964	Graduation	Single	61839.0	0	0	1000	155
529	3281	1960	PhD	Married	49154.0	1	1	206	10
530	702	1975	2n Cycle	Widow	47682.0	0	1	162	61
531	2004	1969	Graduation	Single	72679.0	0	1	619	54
532	4769	1977	Master	Together	57954.0	1	1	456	4
533	4437	1962	Graduation	Married	65316.0	1	1	112	6
534	8724	1982	Graduation	Single	28567.0	1	0	11	3
535	10741	1951	Master	Together	47352.0	0	1	172	12
536	1991	1967	Graduation	Together	44931.0	0	1	78	0
537	6931	1967	Graduation	Divorced	76982.0	0	0	464	151
538	11096	1952	2n Cycle	Together	57247.0	0	1	99	4
539	304	1981	Master	Single	22944.0	1	0	19	3
540	3665	1977	2n Cycle	Together	25315.0	1	0	1	9
541	10591	1969	Graduation	Widow	43638.0	0	1	63	10
542	5036	1984	PhD	Single	42710.0	1	0	252	3
543	5547	1982	PhD	Married	84169.0	0	0	1478	19
544	7822	1976	Graduation	Together	54058.0	0	1	198	18
545	8541	1990	2n Cycle	Married	24683.0	1	0	8	4
546	10955	1964	Graduation	Widow	85620.0	0	0	416	46
547	4368	1980	Graduation	Married	47850.0	1	0	42	7
548	9671	1968	Graduation	Married	19514.0	1	1	14	3
549	2256	1973	Master	Married	27159.0	1	1	17	0
550	4279	1963	2n Cycle	Single	39548.0	1	1	15	4
551	5371	1989	Graduation	Single	21474.0	1	0	6	16
552	9240	1971	PhD	Single	60504.0	0	1	458	0
553	9460	1963	Graduation	Married	22419.0	0	0	30	3
554	9504	1949	Master	Married	81698.0	0	0	179	28
555	8692	1952	Graduation	Together	43462.0	1	1	90	17
556	448	1978	PhD	Single	54880.0	1	0	308	85
557	8314	1982	Graduation	Married	79908.0	0	0	557	129
558	8420	1970	2n Cycle	Married	15315.0	0	0	7	4
559	3174	1959	Graduation	Together	87771.0	0	1	1492	38
560	7685	1978	Graduation	Married	33039.0	1	0	30	8
561	3179	1980	Graduation	Single	81741.0	0	0	249	153
562	9780	1971	Master	Together	71499.0	0	1	465	25
563	10681	1970	2n Cycle	Married	62466.0	0	1	129	129
564	10232	1963	PhD	Divorced	48799.0	0	1	174	18
565	4184	1950	PhD	Together	52157.0	0	1	189	2
566	9120	1962	Graduation	Single	66565.0	0	1	747	10
567	891	1951	Master	Together	29298.0	1	1	6	0
568	10381	1979	Graduation	Single	47691.0	0	1	14	0
569	3525	1970	Graduation	Together	38200.0	1	1	12	0
570	6818	1974	Graduation	Married	44989.0	0	1	98	0
571	3526	1968	PhD	Married	38443.0	1	1	32	0
572	8181	1978	2n Cycle	Single	38593.0	1	0	51	12
573	1029	1970	PhD	Together	64413.0	0	1	200	5
574	7369	1981	Master	Married	36959.0	1	0	25	6
575	2574	1977	PhD	Married	61996.0	0	1	1050	12
576	8159	1968	Graduation	Married	51287.0	1	1	117	0
577	1160	1970	Graduation	Married	13260.0	1	1	9	4
578	10242	1966	PhD	Together	47472.0	1	1	56	0
579	5253	1956	Master	Together	54603.0	1	1	145	13
580	5966	1974	PhD	Married	45207.0	1	1	203	0
581	5314	1951	Graduation	Together	40689.0	0	1	270	3
582	5081	1967	2n Cycle	Together	47821.0	1	1	9	0
583	5123	1951	Master	Married	27450.0	0	0	37	12
584	5756	1983	Graduation	Together	39453.0	1	0	46	0
585	8036	1971	2n Cycle	Together	26850.0	1	1	31	1
586	9058	1955	Graduation	Widow	79800.0	0	0	1060	21
587	5057	1961	Master	Married	61794.0	0	1	264	47
588	254	1955	Graduation	Together	53863.0	0	1	399	4
589	4179	1959	Graduation	Together	24221.0	0	0	8	9
590	3710	1984	PhD	Single	39684.0	1	0	19	0
591	7627	1975	Master	Married	92163.0	0	0	817	183
592	4501	1965	Master	Single	69882.0	0	0	292	127
593	6424	1977	Graduation	Together	33178.0	1	0	12	6
594	3075	1972	PhD	Married	59973.0	0	0	130	30
595	4992	1975	Master	Together	17459.0	1	0	6	4
596	5252	1969	Graduation	Divorced	23910.0	1	0	16	12
597	7444	1969	Master	Married	42169.0	1	1	19	0
598	6919	1978	2n Cycle	Married	26224.0	1	0	4	7
599	3537	1981	Graduation	Together	31089.0	1	0	31	3
600	10277	1961	Graduation	Single	30081.0	0	1	36	0
601	2453	1960	Graduation	Together	62807.0	0	1	526	28
602	7972	1955	Graduation	Single	72906.0	0	0	400	32
603	895	1948	PhD	Married	61467.0	0	2	410	16
604	1177	1966	Master	Together	49618.0	1	1	80	3
605	7141	1986	Master	Single	21888.0	1	0	88	10
606	7232	1973	Graduation	Widow	42429.0	0	1	55	0
607	8477	1956	Graduation	Divorced	26150.0	2	1	5	1
608	2457	1975	Basic	Married	30801.0	0	1	8	4
609	988	1965	Graduation	Married	81168.0	0	0	410	0
610	7930	1969	Master	Single	26877.0	0	0	101	13
611	4587	1944	Master	Widow	45006.0	0	0	162	25
612	6682	1973	Basic	Married	18978.0	1	0	2	8
613	6222	1967	Graduation	Married	22574.0	2	1	25	0
614	10299	1969	PhD	Single	48240.0	0	0	389	91
615	3083	1974	Graduation	Married	45837.0	1	1	215	13
616	8953	1965	Master	Single	35791.0	2	1	27	0
617	1503	1976	PhD	Together	162397.0	1	1	85	1
618	8650	1978	Graduation	Widow	54162.0	1	1	5	6
619	10862	1960	Master	Married	30522.0	0	1	179	8
620	2782	1961	PhD	Married	54456.0	0	1	352	0
621	6941	1971	Graduation	Single	31632.0	0	0	17	8
622	10972	1949	Graduation	Widow	72298.0	0	0	625	35
623	10708	1978	2n Cycle	Single	36975.0	1	0	10	6
624	6583	1955	2n Cycle	Married	72635.0	0	0	390	22
625	3641	1976	Graduation	Married	13624.0	1	0	10	2
626	10156	1975	Graduation	Single	84196.0	0	1	215	63
627	4299	1960	Graduation	Together	70971.0	0	1	1001	17
628	3469	1977	PhD	Divorced	34487.0	1	1	19	18
629	5063	1977	Graduation	Single	28769.0	1	0	41	5
630	10727	1970	PhD	Married	69084.0	1	0	1181	107
631	9624	1958	PhD	Together	65488.0	0	0	603	45
632	5156	1970	2n Cycle	Married	62466.0	0	1	129	129
633	4376	1960	2n Cycle	Single	32218.0	0	0	10	24
634	8923	1973	Graduation	Single	83917.0	0	0	514	22
635	8461	1962	Graduation	Divorced	46102.0	2	1	14	0
636	6945	1952	Graduation	Single	84574.0	0	0	387	20
637	944	1962	Graduation	Married	56181.0	0	1	121	103
638	1907	1950	Master	Divorced	63120.0	0	1	965	69
639	701	1971	Graduation	Married	73691.0	0	1	707	21
640	3856	1960	Graduation	Together	63381.0	0	1	571	50
641	4149	1948	PhD	Together	76140.0	0	0	586	66
642	2131	1959	PhD	Divorced	62859.0	0	1	1063	89
643	2942	1964	Graduation	Single	45906.0	0	1	305	3
644	1173	1947	Master	Together	77632.0	0	0	1200	105
645	4381	1971	PhD	Married	46463.0	1	1	163	2
646	4611	1970	Graduation	Together	105471.0	0	0	1009	181
647	3376	1970	Master	Divorced	55282.0	1	0	125	6
648	4679	1977	Master	Married	78710.0	0	1	721	0
649	10928	1958	Graduation	Together	66886.0	0	1	315	4
650	4248	1960	Master	Single	98777.0	0	0	1000	19
651	6728	1985	Graduation	Together	29103.0	1	0	16	0
652	6661	1974	Graduation	Married	67445.0	0	1	757	80
653	4725	1950	PhD	Together	50616.0	0	1	30	2
654	3277	1955	Graduation	Divorced	49431.0	0	1	219	3
655	5555	1975	Graduation	Divorced	153924.0	0	0	1	1
656	2564	1953	Graduation	Together	61278.0	0	1	111	3
657	946	1958	2n Cycle	Together	26490.0	0	0	45	47
658	3867	1947	PhD	Together	73059.0	0	1	410	112
659	6940	1966	PhD	Single	46734.0	1	2	100	1
660	55	1963	Graduation	Together	56253.0	0	1	509	0
661	7093	1985	Graduation	Married	19986.0	1	0	3	6
662	5084	1975	Graduation	Widow	58330.0	0	1	445	53
663	1777	1980	Basic	Married	25965.0	0	0	2	2
664	8162	1956	Master	Together	14661.0	0	0	4	1
665	10826	1959	Graduation	Married	18690.0	0	0	6	1
666	8754	1974	PhD	Together	45068.0	0	1	14	0
667	1987	1987	Basic	Single	21063.0	1	0	1	10
668	11007	1968	PhD	Married	29187.0	1	0	26	0
669	7426	1971	2n Cycle	Married	54690.0	1	1	111	16
670	9153	1964	PhD	Married	59304.0	0	1	418	61
671	10379	1962	Master	Single	59247.0	0	2	327	9
672	9204	1970	Graduation	Widow	66731.0	0	1	371	159
673	3197	1980	Graduation	Married	77353.0	0	1	275	59
674	2920	1975	PhD	Single	52614.0	0	1	789	0
675	6961	1974	Graduation	Married	26751.0	2	0	1	1
676	4673	1963	PhD	Married	81300.0	0	1	1004	12
677	9937	1979	Graduation	Single	70337.0	0	0	187	81
678	8779	1985	2n Cycle	Married	36145.0	1	0	56	4
679	9596	1980	PhD	Single	65295.0	0	0	365	32
680	2891	1963	Graduation	Divorced	68118.0	0	1	595	23
681	4910	1967	Graduation	Divorced	68743.0	0	0	1132	134
682	75	1982	2n Cycle	Together	41039.0	0	0	34	11
683	10120	1955	Graduation	Together	38946.0	0	1	116	6
684	6327	1967	Graduation	Together	65777.0	0	0	565	32
685	10142	1976	PhD	Divorced	66476.0	0	1	372	18
686	9826	1972	PhD	Single	86857.0	0	0	899	102
687	1501	1982	PhD	Married	160803.0	0	0	55	16
688	10767	1989	PhD	Together	77845.0	0	0	760	40
689	7279	1969	PhD	Together	69476.0	0	0	260	86
690	7230	1960	PhD	Divorced	50611.0	0	1	459	0
691	143	1970	Graduation	Single	61209.0	0	0	466	0
692	450	1958	Master	Together	42315.0	0	1	67	15
693	9316	1952	Basic	Together	13084.0	0	0	2	0
694	6379	1949	Master	Widow	47570.0	1	1	67	1
695	9239	1961	Master	Married	61923.0	0	2	92	4
696	8315	1995	Graduation	Single	34824.0	0	0	4	2
697	2868	1949	PhD	Single	26518.0	1	1	20	1
698	10888	1961	Graduation	Single	45938.0	0	0	273	11
699	1277	1960	Graduation	Together	78468.0	0	0	434	22
700	9977	1973	Graduation	Divorced	78901.0	0	1	321	11
701	10196	1978	Graduation	Married	71427.0	2	0	212	123
702	6384	1978	Graduation	Divorced	71022.0	0	1	909	12
703	8029	1988	Master	Single	90247.0	0	0	1184	32
704	968	1968	Master	Divorced	41335.0	1	0	112	19
705	6988	1986	Graduation	Married	71952.0	1	0	656	80
706	4472	1970	PhD	Divorced	35682.0	1	0	23	0
707	6991	1951	Graduation	Divorced	43185.0	0	1	537	6
708	3336	1948	PhD	Together	66375.0	0	1	712	0
709	4301	1971	Master	Married	35178.0	1	0	23	1
710	1940	1986	Graduation	Married	25252.0	1	0	1	3
711	1272	1965	Master	Single	55250.0	0	1	664	58
712	1388	1975	Graduation	Single	33249.0	1	0	6	10
713	1044	1953	Graduation	Together	58398.0	0	0	299	5
714	6969	1982	Graduation	Together	50272.0	1	0	99	13
715	10479	1975	PhD	Married	76618.0	0	0	749	40
716	3619	1960	2n Cycle	Divorced	87305.0	0	0	345	25
717	1715	1978	Graduation	Together	25851.0	1	0	9	4
718	10159	1970	Graduation	Divorced	58710.0	0	1	440	81
719	1463	1958	Graduation	Single	45160.0	1	1	8	2
720	5114	1965	Master	Married	74806.0	0	1	670	9
721	4990	1954	Graduation	Married	59111.0	0	0	524	0
722	4329	1984	PhD	Married	18988.0	1	0	6	0
723	10936	1965	Graduation	Married	72190.0	0	0	597	166
724	4692	1976	Graduation	Married	7500.0	1	0	7	0
725	7212	1966	Graduation	Married	44794.0	0	1	54	0
726	6086	1955	Graduation	Married	80395.0	0	0	445	25
727	437	1976	Master	Divorced	75012.0	0	0	294	142
728	11171	1965	Master	Married	56962.0	2	1	292	3
729	11101	1991	Graduation	Together	89891.0	0	0	412	22
730	5329	1949	PhD	Divorced	35946.0	1	1	8	0
731	610	1953	PhD	Together	53593.0	1	1	349	4
732	9384	1978	Graduation	Married	66373.0	1	1	328	9
733	5956	1948	PhD	Divorced	45072.0	1	2	144	2
734	10430	1973	Graduation	Divorced	89694.0	1	1	1126	28
735	7875	1949	Graduation	Married	72025.0	0	0	967	0
736	7072	1973	Graduation	Married	67432.0	0	1	432	79
737	6255	1952	Master	Together	70545.0	0	1	138	39
738	6516	1989	Basic	Married	17487.0	1	0	0	0
739	5564	1969	Graduation	Together	62882.0	0	1	509	133
740	5682	1953	PhD	Single	64108.0	0	1	948	10
741	7458	1956	Master	Together	34941.0	1	1	39	2
742	5237	1950	PhD	Single	48767.0	1	2	28	1
743	7761	1978	2n Cycle	Together	38702.0	1	0	13	11
744	5278	1964	Graduation	Married	82224.0	0	0	307	26
745	3560	1952	Graduation	Together	83844.0	0	0	901	31
746	7235	1975	2n Cycle	Married	17003.0	1	0	2	5
747	10548	1995	Graduation	Single	71163.0	0	0	283	17
748	2281	1970	Graduation	Single	33697.0	1	0	4	3
749	4073	1954	2n Cycle	Married	63564.0	0	0	769	80
750	6974	1972	PhD	Together	83443.0	0	0	518	42
751	7938	1958	PhD	Together	51518.0	0	1	350	8
752	7094	1975	Graduation	Widow	58330.0	0	1	445	53
753	3667	1969	Graduation	Married	80952.0	0	0	778	178
754	7723	1979	Graduation	Together	75507.0	0	0	709	93
755	3870	1978	2n Cycle	Together	63855.0	0	0	359	35
756	4012	1972	PhD	Together	62220.0	0	1	799	12
757	5909	1964	Graduation	Married	58512.0	0	1	895	10
758	10470	1979	Master	Married	40662.0	1	0	40	2
759	6488	1959	PhD	Married	38829.0	0	1	76	0
760	10270	1981	2n Cycle	Married	35523.0	1	0	11	5
761	6887	1967	Graduation	Single	79146.0	1	1	245	16
762	6406	1988	Master	Married	78285.0	0	0	647	107
763	7573	1978	PhD	Single	31626.0	1	0	39	1
764	4508	1952	Graduation	Single	75127.0	0	0	203	35
765	221	1955	Graduation	Married	48726.0	0	1	138	3
766	5331	1977	Graduation	Married	74985.0	0	0	587	51
767	1911	1987	Graduation	Together	67430.0	0	0	595	97
768	20	1965	2n Cycle	Married	46891.0	0	1	43	12
769	8786	1956	Master	Married	62058.0	0	1	301	7
770	10582	1979	Graduation	Married	72063.0	0	1	180	32
771	1915	1951	PhD	Married	78939.0	0	0	794	115
772	8897	1965	Graduation	Single	42720.0	1	1	392	5
773	2371	1972	Graduation	Married	33622.0	1	1	39	1
774	4303	1957	PhD	Together	6835.0	0	1	107	2
775	6825	1953	Graduation	Together	41452.0	1	1	13	0
776	1072	1965	PhD	Single	40760.0	0	1	70	0
777	4964	1958	PhD	Together	74250.0	0	0	680	11
778	2461	1955	Master	Single	51124.0	1	1	26	1
779	10736	1971	Graduation	Single	72258.0	0	1	522	0
780	3194	1974	PhD	Single	71466.0	0	0	412	12
781	10839	1976	Graduation	Together	36283.0	1	1	6	5
782	49	1970	Graduation	Single	20587.0	1	0	2	3
783	4290	1972	Graduation	Married	30467.0	1	0	1	3
784	10219	1972	Graduation	Together	31590.0	1	0	6	2
785	4211	1986	Basic	Married	20425.0	1	0	4	12
786	1135	1960	Master	Together	17144.0	1	1	18	2
787	6299	1968	PhD	Divorced	42564.0	0	1	324	48
788	10846	1978	Master	Married	43783.0	1	0	327	9
789	347	1976	Graduation	Divorced	40780.0	0	1	229	27
790	6543	1945	Master	Together	62847.0	0	0	521	168
791	10446	1957	PhD	Married	82017.0	0	0	184	23
792	3479	1950	Graduation	Single	16813.0	0	0	4	8
793	11075	1978	Graduation	Married	51267.0	1	1	183	2
794	4442	1961	Graduation	Single	46524.0	0	1	31	19
795	199	1962	Master	Single	45183.0	0	0	219	3
796	6722	1954	PhD	Married	70421.0	0	1	479	28
797	796	1965	2n Cycle	Divorced	60161.0	0	1	584	44
798	3749	1973	Graduation	Together	73926.0	0	0	627	91
799	8523	1968	Graduation	Married	19329.0	1	0	24	1
800	310	1970	Master	Married	61872.0	0	1	330	5
801	8629	1956	Graduation	Widow	46984.0	1	1	19	1
802	236	1951	Graduation	Married	34838.0	1	1	28	23
803	9930	1944	PhD	Single	82716.0	0	0	606	148
804	3483	1958	Graduation	Married	48192.0	0	0	1039	43
805	4599	1976	Master	Married	49681.0	0	2	411	0
806	7326	1971	Master	Married	56850.0	0	1	34	1
807	7352	1957	Graduation	Married	55267.0	0	1	161	28
808	2350	1972	Graduation	Married	59666.0	1	1	623	53
809	9145	1972	Graduation	Single	72504.0	0	1	604	26
810	2964	1981	Graduation	Married	26872.0	0	0	3	10
811	5585	1972	Graduation	Single	21359.0	1	0	12	2
812	9687	1975	Graduation	Single	73170.0	0	0	184	174
813	3732	1955	Master	Married	52750.0	0	1	393	0
814	6303	1986	PhD	Together	91820.0	0	0	410	73
815	11176	1970	PhD	Together	65968.0	0	1	376	9
816	2986	1976	Graduation	Married	30772.0	1	1	7	2
817	7462	1954	Graduation	Single	22507.0	0	0	68	0
818	3900	1972	Graduation	Married	65685.0	0	1	642	14
819	7034	1978	2n Cycle	Married	25804.0	1	0	8	7
820	9493	1980	PhD	Single	76412.0	0	0	840	53
821	1143	1972	Graduation	Married	22063.0	1	0	7	10
822	1	1961	Graduation	Single	57091.0	0	0	464	5
823	3855	1963	Graduation	Married	22419.0	0	0	30	3
824	5536	1959	Graduation	Together	87771.0	0	1	1492	38
825	5989	1959	2n Cycle	Divorced	78353.0	0	1	752	122
826	9499	1954	Graduation	Married	93404.0	1	2	1279	15
827	6768	1962	Graduation	Divorced	37859.0	1	2	22	1
828	2150	1958	PhD	Widow	80995.0	0	1	860	28
829	6646	1984	Graduation	Together	16529.0	1	0	3	0
830	4887	1976	PhD	Divorced	55412.0	1	1	10	5
831	8560	1992	Graduation	Single	48789.0	0	0	351	16
832	3321	1967	PhD	Together	56575.0	0	2	421	5
833	11003	1980	2n Cycle	Together	25130.0	1	0	2	5
834	10402	1967	Graduation	Married	35441.0	1	1	25	1
835	9904	1956	Graduation	Married	71391.0	0	1	336	123
836	6141	1972	Master	Single	49494.0	1	0	191	9
837	5687	1980	Graduation	Divorced	81702.0	0	0	563	50
838	10856	1980	2n Cycle	Single	45889.0	0	1	31	0
839	5121	1977	Graduation	Single	56628.0	0	1	479	5
840	4186	1950	Graduation	Together	34026.0	1	1	18	6
841	368	1974	Graduation	Married	40049.0	0	1	91	65
842	3312	1988	Graduation	Single	34176.0	1	0	5	7
843	11121	1981	Graduation	Married	19419.0	1	0	2	14
844	5332	1960	2n Cycle	Married	82504.0	0	0	362	50
845	5848	1970	Graduation	Together	81205.0	0	0	724	74
846	10343	1991	2n Cycle	Single	61618.0	0	0	605	91
847	5935	1956	Master	Single	55284.0	0	1	547	7
848	2895	1963	Graduation	Single	49980.0	0	1	104	1
849	10262	1980	Graduation	Married	15072.0	2	0	8	2
850	7848	1974	Graduation	Single	49166.0	0	1	224	2
851	9477	1954	PhD	Married	65324.0	0	1	384	0
852	4856	1957	2n Cycle	Married	82347.0	0	0	556	54
853	7186	1966	PhD	Together	30843.0	1	1	24	0
854	5794	1974	PhD	Married	46374.0	0	1	408	0
855	1456	1979	Graduation	Single	60474.0	0	1	265	199
856	4877	1973	Master	Married	38576.0	0	1	34	0
857	425	1985	Graduation	Married	55357.0	2	0	374	64
858	3007	1966	Graduation	Together	37758.0	1	1	27	2
859	1031	1989	2n Cycle	Married	85710.0	0	0	600	20
860	4297	1969	Graduation	Together	23228.0	1	0	13	2
861	807	1969	Master	Together	44602.0	1	1	167	2
862	9553	1987	Graduation	Married	7500.0	0	0	0	2
863	4271	1989	2n Cycle	Together	38683.0	1	0	46	35
864	4120	1975	2n Cycle	Single	49514.0	1	0	88	39
865	2036	1973	PhD	Together	57906.0	0	1	243	11
866	115	1966	Master	Single	43456.0	0	1	275	11
867	4259	1986	Master	Single	19485.0	2	0	6	0
868	8687	1978	Graduation	Together	53172.0	0	1	121	62
869	2447	1979	Graduation	Together	30545.0	1	0	4	12
870	10140	1983	PhD	Together	70123.0	0	0	1308	0
871	9353	1959	Graduation	Single	62450.0	0	1	515	47
872	3623	1976	Graduation	Together	21675.0	1	0	4	0
873	738	1981	2n Cycle	Single	42395.0	1	1	48	13
874	7631	1978	Master	Together	61346.0	1	0	562	58
875	4789	1953	Graduation	Together	80812.0	0	0	769	22
876	773	1971	Master	Divorced	42835.0	1	1	379	4
877	10602	1983	Graduation	Married	39922.0	1	0	29	12
878	1446	1956	Master	Single	86424.0	0	0	387	68
879	3270	1978	2n Cycle	Together	17117.0	1	0	12	23
880	8443	1972	Graduation	Single	24762.0	1	0	6	10
881	9653	1975	Graduation	Married	35797.0	0	1	27	1
882	8916	1975	Graduation	Divorced	36627.0	2	0	9	1
883	8017	1981	2n Cycle	Married	51111.0	1	1	22	0
884	5830	1972	PhD	Single	86857.0	0	0	899	102
885	4597	1970	PhD	Together	82072.0	0	0	889	55
886	7023	1953	PhD	Single	46231.0	2	1	189	2
887	8086	1959	Graduation	Married	42243.0	1	1	48	0
888	8825	1962	Graduation	Together	51195.0	1	1	230	14
889	2930	1978	Master	Single	68092.0	0	0	852	60
890	1928	1973	Graduation	Married	31814.0	1	0	35	3
891	7108	1965	Master	Widow	51390.0	1	1	205	20
892	10925	1983	Graduation	Married	76630.0	0	0	255	31
893	9960	1991	Basic	Single	26868.0	1	0	0	0
894	8800	1943	PhD	Divorced	48948.0	0	0	437	8
895	9224	1972	PhD	Single	55260.0	0	1	825	8
896	5519	1956	Graduation	Together	64090.0	0	1	316	58
897	5046	1958	Graduation	Divorced	78331.0	0	1	756	138
898	7037	1974	PhD	Married	37087.0	1	0	194	55
899	905	1986	Graduation	Divorced	21846.0	1	0	7	17
900	8624	1958	Graduation	Married	81320.0	0	0	183	33
901	8945	1970	Graduation	Divorced	54137.0	0	1	171	0
902	6445	1967	Graduation	Together	66825.0	0	0	243	101
903	2727	1973	Graduation	Together	57100.0	0	0	181	21
904	6404	1969	Graduation	Together	58917.0	1	2	151	7
905	11074	1977	Graduation	Single	85072.0	0	0	494	92
906	10150	1961	Graduation	Single	86429.0	0	0	464	28
907	1968	1971	Graduation	Widow	45684.0	1	0	5	1
908	6534	1974	Graduation	Together	47889.0	1	0	29	0
909	9485	1986	PhD	Married	45921.0	0	0	102	9
910	7053	1966	PhD	Single	78420.0	0	0	604	28
911	4654	1992	Graduation	Together	75114.0	0	0	571	12
912	9760	1963	PhD	Widow	52278.0	0	1	953	0
913	1048	1972	Master	Married	35641.0	1	0	63	3
914	10619	1994	Graduation	Single	95529.0	0	0	770	29
915	9308	1954	Graduation	Married	62820.0	0	0	398	61
916	10505	1960	Master	Together	73113.0	0	0	741	19
917	8362	1982	PhD	Married	84169.0	0	0	1478	19
918	2625	1954	2n Cycle	Single	42607.0	0	1	156	29
919	4637	1954	PhD	Single	74637.0	0	0	960	64
920	9972	1955	PhD	Together	46015.0	1	1	38	0
921	4483	1993	Graduation	Single	72354.0	0	0	315	26
922	4487	1969	Master	Single	39858.0	1	0	15	20
923	4988	1948	PhD	Married	34469.0	1	1	19	6
924	8931	1986	Graduation	Together	83033.0	1	0	812	99
925	5871	1979	Master	Together	24401.0	0	0	73	28
926	2008	1978	Graduation	Married	77583.0	0	0	372	23
927	3139	1982	2n Cycle	Single	74116.0	0	0	871	111
928	10037	1993	Graduation	Single	74293.0	0	0	375	152
929	10673	1976	PhD	Married	68397.0	0	1	760	80
930	5303	1974	PhD	Together	79632.0	0	0	471	0
931	538	1989	Graduation	Single	46107.0	1	0	31	9
932	7922	1951	PhD	Single	64950.0	0	1	819	0
933	5692	1989	Basic	Married	25443.0	1	0	1	4
934	4843	1952	Graduation	Single	75127.0	0	0	203	35
935	6383	1971	PhD	Together	32892.0	1	0	26	0
936	1628	1971	Graduation	Together	71796.0	0	0	354	21
937	1204	1970	PhD	Married	67536.0	0	1	1253	0
938	3673	1971	Graduation	Single	55239.0	0	1	371	17
939	760	1975	PhD	Divorced	60554.0	1	0	588	7
940	8957	1952	2n Cycle	Single	64831.0	1	1	480	86
941	4128	1962	PhD	Together	56067.0	0	1	517	12
942	6810	1983	Graduation	Divorced	82025.0	0	0	267	98
943	5386	1953	Graduation	Together	94384.0	0	0	1111	24
944	8700	1986	Basic	Single	14906.0	0	0	7	7
945	3202	1987	PhD	Married	51563.0	0	0	1166	0
946	1328	1982	2n Cycle	Married	57937.0	0	1	261	42
947	8405	1979	Graduation	Divorced	68274.0	1	1	135	25
948	6515	1977	Graduation	Together	39771.0	1	0	6	2
949	2882	1975	2n Cycle	Divorced	67893.0	0	1	711	28
950	7574	1979	PhD	Together	27922.0	1	0	11	0
951	6387	1976	PhD	Together	52190.0	1	1	42	0
952	5320	1973	Master	Divorced	44051.0	1	1	79	7
953	5048	1971	PhD	Single	42767.0	2	0	20	6
954	8146	1976	Master	Together	46106.0	1	1	30	0
955	10031	1976	PhD	Married	16927.0	1	1	20	2
956	5748	1965	Graduation	Married	59754.0	0	1	115	27
957	2134	1952	Graduation	Single	53700.0	0	1	263	5
958	1523	1973	Graduation	Married	59041.0	1	1	69	2
959	9665	1957	PhD	Divorced	54237.0	0	1	267	3
960	4640	1967	Graduation	Divorced	70647.0	0	1	561	85
961	3635	1962	PhD	Single	52597.0	0	1	492	0
962	3547	1969	Master	Together	41021.0	1	0	14	7
963	2456	1975	PhD	Married	40233.0	0	1	80	4
964	5633	1980	Graduation	Married	50183.0	1	1	97	12
965	7801	1959	Graduation	Together	54753.0	0	1	197	107
966	10489	1973	Graduation	Married	92955.0	0	0	693	21
967	7011	1973	Graduation	Married	33471.0	1	0	43	2
